	H1650	H23	CAL-12T	H358	H1975	HCC15	H1355	HCC827	H2405	HCC78	H1666	H661	H838	H1703	CALU-3	H2342	H2228	H1299	H1792	H460	H2106	H441	H1944	H1437	H1734	LOU-NH91	HCC44	A549	H1781
OVOL2	1.479675027	-0.358245753	1.66884297	1.880522492	0.733156544	-0.015820477	0.725835893	1.085431337	-0.858767426	1.38930603	1.171665736	-0.766336448	-0.691345723	-0.637327627	0.373670434	1.62766187	-0.443289297	-0.657376531	-0.990483594	-0.714155163	1.734425059	1.782525526	0.496826043	1.283878488	1.00321984	-0.81098196	-0.73418811	-0.725991014	2.076524697
ZNF250	-0.240824652	-1.002649381	-1.264647286	0.908071098	-1.391012002	-0.702716978	-0.625112914	-1.121130074	-1.260340107	-0.267970415	-0.84679684	-1.398933443	-1.173938754	0.126128183	0.0617741	0.31922369	0.10140902	-1.185071178	-1.044828697	-1.173836202	0.900544621	0.009508668	-1.044332567	-1.513093098	0.106144423	0.17082972	-2.105511806	-0.734089541	1.553753041
RARA	0.234800459	-0.719058949	-1.596132918	1.516867437	0.001754436	-0.896479346	-1.117717357	0.511473057	-1.356679516	-0.188359424	-0.282741653	-1.472934164	-1.123648655	-0.35240711	3.313668561	-0.436191238	0.291684515	-0.56690115	-0.716690676	-0.401673875	-0.150715697	1.5027427	-1.691591635	0.074597806	-0.421017305	-1.000198215	-0.339295182	0.231285953	0.895445741
RARB	-0.339063187	-0.658110615	-0.330657311	0.505070941	-0.773147083	-0.795529641	-0.579291097	-0.715355678	-0.108419748	-0.833978939	-0.78002535	-0.735946182	1.121074532	-0.716277882	1.721851702	-0.333120547	-0.911444014	0.154255154	2.784541292	0.121987436	-0.556742086	-0.356496453	4.12153333	0.575791984	-0.887705669	-0.609282167	-0.366294359	1.785600513	-0.846985093
RARG	1.875929361	-0.127814139	-0.253125394	2.2545386	1.795382591	0.838250035	0.948160745	-0.125628761	0.719360616	-0.229480412	0.506356947	-0.100253616	-1.229626359	1.102762686	-0.24129331	-0.19720031	0.278542243	1.25600596	0.453860796	-0.072961687	-1.499938195	1.85539065	-0.173783807	2.199532666	0.437759116	0.797204006	0.238525243	0.204319638	0.742306207
RB1	-0.709830802	-0.246740797	0.526483861	0.047555068	-2.232595705	-3.076618954	-1.045361678	-0.536024515	0.351735776	-0.054603796	-0.717527883	1.110170559	0.493152076	1.037813757	-0.058905552	0.194728264	-2.883197591	-0.013833622	-2.661865847	0.270699673	-2.540209126	-0.505069458	0.437594048	-0.123035765	-2.103305565	-0.047281616	-0.472472316	-0.128170184	-2.599257467
RBL1	0.243632515	2.452030697	0.049607146	0.258325506	0.122701751	-0.060803158	0.088978826	-0.497875529	-0.395839711	-0.803749349	-0.081617364	1.326599454	1.000769817	0.209537505	-0.796641679	-0.163328742	-0.791430772	0.214969932	1.20022415	0.686900517	-0.473482394	-0.01080372	-0.032664954	-0.668331538	0.64811898	0.672349436	-0.729419079	0.296480558	-0.154412571
ZNF350	1.475109297	0.616265389	0.027543033	-0.114386951	2.455750906	0.056732914	0.319555294	0.215948799	-0.170460339	0.762647029	1.060287389	-0.249599745	1.648233769	0.152525188	-0.233245244	1.674813237	0.222786242	-1.424763041	-1.227438082	-0.720863743	0.022135021	-0.600028072	1.21781405	-0.982053622	-0.241481487	0.378060982	-2.46911755	0.241703509	-0.409399881
REL	-0.210852752	2.391637319	-0.384795681	-0.152846049	-0.635181293	0.014107707	1.117705799	0.262541497	-0.1267923	0.195715572	1.813261408	-0.13799127	0.330141804	-0.299466887	0.55365126	0.586017562	-0.236313065	-0.244015734	0.968909313	0.102060658	-0.643562298	0.10141834	0.371878743	-0.023017234	-0.104840294	-0.827603938	-0.623224234	-0.281582323	0.879205211
RELA	-0.805431087	0.567802365	0.613857529	-0.517646466	-0.257229377	0.520401549	0.322673132	0.560191857	-0.640702334	0.991116872	0.108939475	-0.729018547	-0.116256731	-0.054909256	-1.495503287	0.372954623	0.746381976	0.122716813	-1.007114028	-1.137005096	-0.176254097	2.560570452	-1.479048012	0.361066545	0.090586029	0.046077028	-1.421686252	-0.397567072	-0.549627981
RELB	-0.244752584	2.236943917	0.264492267	-1.174245015	-0.809664129	-0.632414254	1.226496635	0.346947305	0.383864129	0.96579653	-0.26265718	-0.061088696	0.034910434	1.65898637	0.78365354	-0.963422914	-0.157066127	1.894474264	0.354158261	-1.171808815	-1.707930779	-0.73950648	0.791584508	-1.164208263	0.253814409	-0.3714942	1.689790007	0.583314006	-0.27123813
REST	0.139956285	0.439361181	1.2048178	0.219744192	1.188645332	0.039803686	-1.537363973	-0.634100099	-0.670943009	0.107238851	-0.390755165	1.637979835	0.004373257	1.283656159	-0.194286918	1.245708672	-0.400784636	-0.724778745	-0.712606869	-0.767148845	-2.090164805	0.194851381	-0.360804556	-0.277446691	0.067431024	0.258150304	0.818670255	0.431112383	0.87171793
BCL3	0.574387202	1.281096851	-0.616235474	0.734380471	2.61381414	1.898785247	1.544684467	0.196938074	0.108298075	0.481223414	0.577194813	-0.383350034	-0.097815204	1.49757341	-0.123141376	-0.231658921	1.036414957	0.496948815	1.566603914	-0.081846314	-1.726878069	0.159991659	0.480124505	0.929982028	2.898699662	0.239658834	1.047038813	1.321380575	-0.097012114
TGIF2	-0.218424061	0.395857887	0.190481455	0.213918377	-0.736585701	-0.695858162	-2.010485138	-0.029208709	0.305012046	-1.031016907	-1.291781172	0.012045092	1.142676878	-0.393125248	0.559889682	-0.317989263	-1.059774702	0.552315657	1.059357668	-0.99856343	-2.383398486	-0.360647087	-1.016369448	-1.449676535	-0.92398234	0.31844308	-0.984521221	-1.714839481	-1.434026907
RNF4	0.014068445	1.266925669	-0.79007648	0.731054051	-1.021844754	-0.097207169	-0.453602946	0.957256571	-2.049304717	-0.273446188	0.036301857	-2.165240169	-0.85436489	0.239905835	-1.524329741	0.89634906	0.460838651	1.462378383	0.708179195	-0.041164759	-0.618175591	0.118213182	-0.686040295	-1.167949753	1.48740454	-0.019547133	-0.49268362	-0.6251091	0.339694679
RORC	-0.363159904	-0.240764631	-0.280814617	0.875707534	1.288962832	0.902487498	0.002503667	-0.372953577	-0.822090884	-0.505774587	1.160817768	-0.577821542	-0.41750412	-0.490719234	0.08094406	0.233325942	1.090307952	-0.26853571	-0.146477979	-0.40234618	0.210513748	0.191242433	0.759431032	6.234529707	0.234904446	-0.33359853	1.185817365	-0.278513046	-0.262129036
SALL2	-0.763500123	-0.120358983	-0.506365744	-0.598937325	-0.313527142	-0.733112348	-0.422564171	-0.694798692	0.888230028	-0.527311181	-0.296848597	0.944855971	-0.33143884	-0.108005148	-0.193797276	-0.496797861	-0.648971308	0.039771731	-0.254482797	-0.782638367	2.262661716	-0.582745269	-0.606084329	-0.180209462	-0.13478184	-0.8877075	-0.148721512	-0.307084679	-0.802016139
SALL1	-0.670469051	0.564738294	-0.404985974	-0.660674654	-0.593403682	-0.49204974	2.07064657	-0.529082635	-0.537838486	-0.572054265	-0.604261152	-0.592058837	-0.532902402	1.515796255	-0.569819238	-0.543597151	-0.47362931	-0.645430284	0.965678622	0.379071895	-0.617855574	-0.552880052	0.945269042	-0.54764066	-0.640969801	-0.596507953	-0.620589534	-0.592176092	-0.581846269
DMRTC2	-0.770198019	-0.056808271	0.484846399	0.292363172	-0.165148923	-0.106241022	0.224247368	1.112862612	-0.528277991	-0.195117123	-1.547540984	0.165137006	1.031481598	-0.601111124	-0.591769598	-0.422123912	-1.437094742	-0.440300814	0.292857175	0.302316129	-1.340832883	0.081051119	-0.093822096	0.111707685	-0.504189243	16.84030046	-2.160720892	-0.181495582	0.014963969
DMRTA2	-0.554954265	0.319833605	-0.492658742	-0.563449385	-0.325774265	-0.576561462	-0.465834445	-0.452163718	-0.632239212	-0.437322053	-0.429820763	0.347638576	1.708944622	-0.408077951	-0.401797189	0.622989159	1.202868643	-0.118216643	-0.476844501	1.951963348	-0.492971465	-0.346571825	0.634731937	-0.385966755	-0.347126426	-0.256539138	-0.445263583	0.072871944	2.699852706
DMRTA1	-1.029565067	0.197420456	-0.812712781	-0.199031922	-0.545870771	1.321107157	1.688809358	0.304618431	0.753061009	-1.414598809	0.779562866	-1.558035463	-1.170664883	0.226042284	1.270874012	0.031266028	-0.48192641	-0.218390493	-0.244555987	-0.94647015	-0.207852597	2.172087626	-0.022782181	1.326648294	-0.005946332	0.833013588	1.50035761	0.049124243	2.088859934
NEUROG2	-0.181888266	-0.416092586	-0.023984208	1.03992774	-0.202871517	0.576595146	0.455255592	-0.16475534	-1.267951466	-0.684739317	-0.286621173	-0.06491513	-0.804880313	-0.712489497	-1.036188401	-0.635014444	-0.077009359	-0.474397503	0.067588329	0.386601653	2.717402854	-0.119862047	-1.12245401	-0.915514335	-0.927462565	-0.030560998	1.369908039	-0.285351313	-0.879965041
PRDM16	-0.385270024	-0.050236712	-0.314096452	-0.374341713	-0.303360762	-0.127896512	-0.699527753	-0.549821688	0.083747131	0.255561404	-0.35835218	-0.27622671	-0.456991978	0.787964727	-0.355987655	-0.017951022	2.075254878	-0.448673882	-0.212343264	-0.368026486	-0.421498554	-0.281944418	-0.398142238	-0.217854592	-0.575754806	0.796953066	-0.378296347	-0.486370658	1.412496069
NPAS3	-0.464482978	-0.253750836	-0.242262572	-0.048009855	-0.50442238	-0.132355942	-0.1716047	-0.473596102	-0.653459854	-0.556613122	-0.542670548	3.287913938	-0.727751184	-0.581097272	-0.184432138	-0.339104251	-0.127194646	0.203581424	-0.206269945	-0.578836678	-0.790587941	-0.28753172	-0.314788551	-0.223931886	-0.517394684	-0.205271039	-0.057840574	-0.59897146	-0.765000446
LHX5	-1.305926318	0.541793939	1.466567068	-0.538220694	-0.606020521	0.272173875	-0.745334988	-1.915949787	-1.109682788	-0.35025025	-0.385558922	-0.600968734	0.188841822	0.352616629	-0.367725126	1.510462879	-1.179582292	-0.663133531	-0.831385854	-1.14800638	-0.63615627	1.760553255	-0.885075672	0.603617762	-0.119958753	0.150446446	2.693967362	-0.19980929	0.538272045
RNF25	0.174829215	2.011854169	0.741686927	0.602296081	0.550410774	1.991809655	-0.146040493	-0.369858049	-0.82732259	0.071720644	0.42012143	0.458213078	0.494204503	0.72160224	-1.143720285	-0.473729899	1.081855546	0.659485777	-0.018971383	0.902719549	-0.080883769	-0.856854263	-1.509922348	-1.579271483	0.275469582	1.105796801	0.503923055	0.611968034	-0.222697825
SEBOX	-0.396853359	2.129506765	0.404989395	0.883135785	0.4508016	-0.100466762	2.191937813	-1.34108362	-0.548254874	-0.343516172	-0.788974453	-0.354380894	0.843491059	0.782896633	1.61430383	1.511091324	-0.552689071	0.531922975	-0.781524626	0.761261135	-0.671059578	-0.667630591	2.32010207	0.089724581	0.256819583	-0.903958248	0.239862538	0.75191832	0.545070556
BNC1	0.921044998	0.505114901	-0.457343583	-0.542915068	-0.513639375	-0.478579134	-0.414532743	-0.608139715	-0.410518748	-0.472173755	-0.469396664	-0.512688317	2.010919427	-0.586363646	-0.541297212	-0.50787649	0.230986565	1.114301134	-0.594449756	-0.629020732	-0.597540696	-0.509253939	-0.534085019	-0.586743541	-0.582085468	2.515591732	-0.574518741	-0.176447409	-0.615178076
SHOX2	0.183068609	-0.023570119	-1.007386908	-0.795640494	-0.329608386	-0.981617111	0.253027896	-0.359362745	-0.313737556	-0.906812149	-0.445168346	-0.488148907	1.771113853	1.861331508	1.023281812	0.353984179	-0.874041597	1.408708704	-0.926646856	0.131744294	2.202214965	-0.871347172	0.653653735	-0.950692129	0.431781585	-0.851755323	-0.394672967	-0.636711552	-1.063169244
CREB3L2	-0.096763563	-1.011614674	-0.579780976	-0.320202887	0.496728511	0.49464455	-0.872231562	-0.791976466	-0.024239509	0.457931695	-1.353258848	0.010781781	-0.369097061	-1.4743606	-0.258586573	2.052647932	-0.139518454	-0.839045148	-0.090689964	-0.236893932	0.235079257	1.208451878	-0.951631919	0.878193994	0.617813201	0.685134604	0.565746597	-0.529589339	1.320267506
BCL11B	-0.618661257	-0.036067637	-0.313215092	-0.652114393	-0.656542676	-0.448169902	-0.543680043	-0.685350448	-0.511757561	-0.463595727	-0.00428317	-0.576827326	-0.588440734	-0.500248878	-0.499214803	-0.542023858	-0.303920204	-0.647789447	-0.560889665	-0.620130879	2.098979647	-0.073967089	-0.528707797	-0.677868487	-0.561948015	-0.732676562	-0.560925036	-0.351710992	-0.517596515
SIX1	-0.401659589	-0.030158702	-0.150027418	0.417496059	-0.07231593	0.010470509	0.492838635	0.830639475	1.058105792	1.114758931	0.302539521	-0.248978685	-0.059370557	0.355405104	-0.635624006	0.646079277	1.497818716	0.202358762	1.128665508	0.577845366	2.096364509	-0.559042931	-0.101884216	0.049990538	-0.457330936	-0.373549838	1.195312854	0.355203084	2.271200075
SIX3	-0.442391481	-0.466827038	-0.362571102	-0.16671395	-0.047607949	-0.235307435	0.975143947	-0.546432988	-0.251314737	-0.409257081	-0.628133025	4.074711389	-0.568124363	4.281939239	-0.203454504	-0.251880592	0.479426428	0.526668902	0.609870794	0.148184533	-0.586281912	-0.538814799	-0.551046617	-0.288565836	0.198652803	-0.294215872	-0.289465247	0.165764315	-0.52045218
SMARCA4	0.245793403	-2.499740075	-0.679713026	-0.303758155	0.63515966	-3.28965045	-3.239370547	0.709441256	-1.404567635	-0.212356621	-0.365981582	-3.243747519	-1.254668628	-1.518665755	-0.608909669	-0.380133041	-0.048976621	-2.909950177	0.157880344	-0.216059031	0.678135056	0.225852385	-4.701758244	0.283238214	-0.399390284	-0.010169381	-0.005499655	-3.747818899	0.90214881
SMARCD3	-0.650922402	1.061345482	-1.013000658	-1.074664404	0.814206068	0.464955671	-0.842385167	-1.181908057	0.471257838	-0.967330732	-0.878586203	1.402654278	-0.603350611	0.80904212	-1.299093586	-0.617304484	0.923305812	-0.111939455	0.065758631	1.626045941	0.598378379	-0.782096134	1.691430262	-0.191788781	-0.110329775	2.156444939	-0.264763777	-0.114407379	-1.259408468
SNAI1	1.123298814	1.577676697	-0.009958056	1.156384266	3.375380887	0.195336077	-0.419383003	0.747157816	-0.590947383	-0.429921211	0.381808842	0.466521267	2.095851662	0.213680728	-0.603167931	-0.45487319	-0.434961719	-0.557079335	1.24505035	1.00754122	-0.749121389	-0.473920714	-0.254661868	1.091397832	-0.176200454	-0.196892895	1.351057213	0.208804549	-0.185915391
SNAPC4	-0.007343415	1.093034454	0.876701533	1.313732153	-0.278627984	-0.067161502	-0.322950696	1.375523878	-1.588170307	0.070513003	1.38165602	-1.864174447	-0.646308965	-0.573318985	-2.188935385	-0.123177529	-0.23685153	0.045913477	0.102125878	0.436236847	0.474183188	-1.30714461	-0.500937928	-0.528016054	-0.511845748	-0.575868543	0.990941553	-0.935564208	-1.117077916
SOX2	-0.527826296	-0.334707889	-0.587446704	1.136457527	0.437180881	-0.096912336	-0.541518315	-0.406957824	-0.584920142	-0.198409223	-0.608158713	1.140140683	-0.556858781	1.62133476	-0.481487026	0.296171036	-0.144264857	-0.322092039	-0.231728328	-0.69017131	1.647673266	1.045164274	-0.638457214	-0.547235085	1.352089036	-0.580955223	-0.703949225	0.186951667	2.160871738
SOX3	-0.425083536	0.465208498	-0.189497473	-0.411492986	-0.224175249	0.324344715	-0.010449997	-0.516957123	-0.27565859	-0.266825917	0.067820111	7.073868504	0.073017575	0.174378905	-0.413341835	-0.141877753	-0.317320189	-0.031175209	-0.405608128	-0.08180739	-0.361052585	-0.431769992	-0.141903611	-0.212364593	-0.512171232	-0.543112522	-0.040182423	0.319599766	-0.273749405
SOX4	-0.860037241	-0.660417314	-1.858188861	1.01985072	0.28751622	0.410953058	0.592028688	0.573964804	-2.172614924	0.291002201	0.34188235	-1.69194568	-1.417762563	-0.563411551	0.708215712	0.217720113	0.292451805	-1.06190985	-0.139200384	-0.694974179	0.085432086	0.648481387	-1.14328367	0.293653435	1.055576948	0.186238129	0.364113397	-0.106148096	1.04397892
SOX15	0.286085339	-0.373947204	3.387847675	-0.240003676	-0.596177515	-0.072139354	-0.370273293	-0.180807072	-0.222685252	-0.422447972	2.73937666	-0.540444596	-0.663323244	-0.746269911	-0.23891307	-0.307814968	-0.604285457	-0.093609977	-0.521358986	-0.488689452	-0.394042635	-0.101872146	-0.572330142	-0.250419517	-0.635547668	-0.478335118	-0.186575902	-0.258504508	-0.545711269
SP1	-0.2248595	-0.074898893	0.005199636	-0.07618507	-0.248880737	0.078741691	0.654249662	0.066798408	1.213333915	-0.46691488	-0.36840133	-0.772306127	-0.772772177	0.94558527	-0.31435771	0.059467203	-0.332149313	0.212369371	1.087780397	-0.493847415	-2.391461541	0.540202127	0.703605548	0.531763296	-0.646209389	-0.7906697	-1.076385474	-0.52694603	0.060600551
SP2	-0.863994325	0.69631124	-0.510678367	-0.737640988	-0.657643884	-1.518801515	-1.089627402	-0.461313722	-0.010534505	0.009059345	0.134730973	-1.37668418	-2.003816512	-0.152594678	-0.342052702	1.38785875	0.177405552	0.035988979	-0.290390993	-0.605920778	-0.503236727	-1.341883131	-2.88893559	0.364680835	0.692417875	-2.649761481	0.032430118	-0.761898831	0.567370795
SP3	-0.985272602	1.162658499	0.103762869	0.55008638	-1.03636458	-0.55347594	0.145138062	0.229620681	1.233802159	0.687756955	0.654083968	2.123427311	1.988549677	0.443107622	0.608254824	1.699393903	-0.486185927	0.245780561	-0.936335104	0.149314754	-1.163718065	0.338039152	1.318999547	-0.442078842	-0.566145916	-1.306206334	-0.697673549	-0.489240864	0.366383169
SP4	0.618982545	-0.273631738	-0.039797802	-0.527522282	-0.420011312	-1.311902973	-1.10344925	-0.735282287	-0.960318928	-0.049705386	-1.672488348	2.03670216	0.271145937	0.167581338	0.292921537	0.30870702	-0.878524828	-0.666395081	-1.716075254	-0.058803632	0.461479681	-0.54316494	-1.543779876	-1.118916778	-0.385777695	0.516983912	-0.858685857	-0.011166637	0.574428174
SREBF2	-0.198024198	-2.020630432	-0.634340238	0.56152376	-0.552367795	-1.704976195	-0.203599486	-0.90908678	-1.79800891	-0.953920735	-1.330462094	-0.674401171	-1.674123649	-0.292881315	1.360971675	0.963227207	-1.383617102	-0.266852833	-0.878187119	-0.974206409	0.206750892	0.785037852	-0.03852253	1.033077978	-0.36643324	-1.10063196	-0.747671714	-1.058798975	-0.035051716
SRY	0.217426118	0.333666444	1.225861762	0.04372189	-0.697210219	1.060740796	0.148705077	-0.007783789	0.762182456	1.032549114	-0.454516341	-0.65890909	0.574980651	0.368054435	1.243577713	0.532332948	-2.249858879	0.479319399	-0.082047932	0.299266242	0.13999972	-0.883746608	-0.470162786	0.049594648	0.096253164	0.728862793	-0.021934573	0.47987493	-0.129939606
STAT4	1.05769868	-1.01998134	0.613453629	2.273097539	0.899861692	0.262570998	2.629391095	0.527789511	-0.523851809	-0.057389235	0.408008908	-0.732069757	1.215199615	-0.359663108	-0.515715212	-0.15824468	1.761481844	-0.55487962	0.146470331	2.184882908	-0.477220532	2.053209685	2.999962928	1.224924537	1.467776522	-0.450712788	-0.335708256	2.548418241	0.006448893
STAT5B	-0.807517689	-0.747748198	-0.850592216	-1.572387887	0.214399592	-0.521775864	-0.842428627	0.01164262	-0.342706765	-0.268354272	0.280810414	-0.349657286	0.736884253	-0.364439765	-0.110398548	0.426437224	-1.177858882	-1.825720961	0.26711259	-0.53715054	-0.155713449	-2.117272548	-0.017277779	-0.064558774	-0.363011012	0.286757317	0.266561535	-0.065884048	-0.6829868
STAT6	-0.387801162	-0.028102972	-0.29844011	-0.121060408	0.626536192	0.154773883	0.219434767	0.502906022	0.274346524	1.180555088	0.721764559	-0.360128091	-0.529937725	-0.849168564	0.532463805	0.34830788	0.705345352	-0.810254117	-0.451974144	0.437123943	-2.119783977	0.979280658	0.408832744	0.385866548	0.55342755	-0.926836015	-0.327516235	-0.466070686	0.327315592
ZFP36L1	0.174636357	-0.537850248	0.728839289	0.300291277	0.367244082	-0.807536438	-0.093438424	1.017428945	0.735078691	0.733395276	-0.037353014	-0.367748413	-1.022787077	0.058951198	0.352255535	0.130710965	1.159629991	0.353922172	-0.517198351	-1.117315593	-2.347537659	0.222022956	-0.011951482	-0.978206635	-0.001871963	0.207459458	0.51140818	0.680085264	0.741425055
SUPT5H	0.361291543	0.286664199	-0.273561238	-0.401520282	-2.416317842	0.63234065	-0.086489189	-0.033818579	-0.871115161	-0.091322374	-0.769171987	1.861714114	-0.458962968	-0.258835763	-0.030761266	0.722969357	-0.157164802	2.062283898	0.091568322	-1.006751748	0.482437834	-0.319930188	-0.347094171	-0.633003934	0.31759103	-0.387759592	0.599506471	1.238873928	-0.151424237
T	-0.064462237	-0.210182952	0.107706186	0.205087408	-0.139040873	-0.398468366	-0.650576913	-0.577173136	-0.066766031	0.41653131	-0.809312916	-0.21288283	0.514985978	-0.145864236	0.704827027	-0.36470171	-0.47405539	-0.671892748	-0.597945551	13.59019403	1.498325264	-0.549667289	0.630112537	0.256612795	0.613214858	0.086962472	0.451409681	-0.235329514	0.380049469
