	H1650	H23	CAL-12T	H358	H1975	HCC15	H1355	HCC827	H2405	HCC78	H1666	H661	H838	H1703	CALU-3	H2342	H2228	H1299	H1792	H460	H2106	H441	H1944	H1437	H1734	LOU-NH91	HCC44	A549	H1781
NHLH2	-0.382810242	0.226005288	-0.218760869	0.036274036	-0.356305721	-0.317886407	-0.448889734	-0.363522281	-0.389326566	-0.131519523	0.260320397	-0.454313404	-0.254080429	-0.643580232	-0.08047618	0.391152715	-0.543185631	-0.102664086	-0.220501556	-0.040105569	4.682004871	-0.042641896	-0.191178095	-0.213256195	-0.571839459	-0.223891125	-0.472404305	-0.339323675	-0.082234868
NOTCH1	-0.20607407	0.428723795	0.238900341	-1.064714709	-0.574313626	-1.314630994	-0.801203403	-0.466191916	-0.275223189	-1.218580802	2.127853164	-0.537274535	-1.233659988	-0.598476331	-0.732446129	0.01449779	-0.623911393	-0.485576847	0.032330474	-0.209921403	-0.868285885	-0.629982706	-0.386083268	-0.334952922	-0.320990265	-0.609746006	0.224272003	-0.623596708	-1.909572727
NOTCH2	0.439761048	0.904366613	-0.808738736	0.204981227	0.071490119	-0.61129053	-0.503000519	1.473723562	0.73633726	0.243679145	-0.38564948	1.196947573	0.412167804	0.967814363	0.127049235	-0.044885117	0.202861625	-0.069670693	0.864168353	-0.558075307	-2.722705813	0.852935895	-1.15216243	0.197312416	-0.522130548	0.547279888	1.198644505	-0.517319446	0.189655221
NPAS2	-0.916660131	0.504724504	-0.016208628	-0.724581154	-0.506886753	2.872434307	-0.577387333	-0.658615723	2.438670962	-0.871730513	2.387657254	-0.765628081	-0.34396984	-0.40757567	2.330795209	-0.563671247	-0.375405683	0.1789734	1.052676207	1.576994675	-0.946255444	-0.093255499	1.872050285	1.862369923	-0.576654223	-0.888813322	1.155794499	1.091510361	-0.21774152
NR4A2	-0.308485531	3.007254687	0.800625301	-0.250024012	-0.078204927	2.332721206	2.322547537	-0.762795024	0.471249688	1.788917078	1.237694691	0.018628158	2.596775705	-0.118330963	-0.061852036	-0.061298027	0.885681883	2.114160573	-0.663854978	1.367532177	0.158839501	0.093016255	-0.756339795	3.492926509	0.482655743	-1.084054713	0.787103639	-0.601340485	0.853775522
SIX6	-0.179013405	-0.468395658	0.077189418	-0.011280585	-0.345549563	0.029946657	0.336956805	0.177526046	-0.439467264	-0.027252476	-0.383471574	0.144502556	-0.622271935	-0.060636999	-0.50457183	-0.19269028	-0.102847335	-0.227791828	0.321222213	-0.336461027	2.428286317	-0.304868108	-0.216532009	0.07767927	0.886136955	-0.2383567	0.095929227	0.057747883	-0.088685693
OTX1	-0.193739736	0.269989953	0.43387426	-0.081282391	0.166744691	0.146585594	2.242972616	-0.499869998	-0.67575793	-0.871473628	0.186473318	-0.269069591	-1.595586227	-0.217300861	-0.311858431	0.299533323	0.409402623	0.686560867	0.846250037	0.489723335	-0.539027226	1.06867843	0.151046841	0.462927154	-0.946404318	0.471682678	-0.367104846	0.50818142	1.781815318
OVOL1	2.038568413	-0.627144765	0.760734088	0.163661338	0.254127046	-0.012309357	-0.794962903	1.073830331	-0.83337563	1.304611116	1.695461074	-0.745978374	-0.820554091	-0.484732163	1.089128771	0.265262724	-0.834935801	-0.570346696	-0.905284181	-0.484529214	-0.633849004	1.010420273	-0.647162925	2.304868747	-0.364101994	-0.352687261	-0.414207356	-0.586896272	0.185312315
PAX6	0.634225663	1.083673208	0.189449428	-0.78607094	-0.834848332	0.011324094	-0.89269755	-0.491380972	0.175096309	-0.949660385	-0.206558386	2.284099278	0.767065874	-0.611447406	-0.730833215	-0.796223132	-0.446459148	0.591145003	-0.463937311	1.021683053	1.540497182	-0.785261366	-0.867237458	-0.736552373	-0.967854495	-0.229224775	-0.873183678	-0.482678612	-0.968714527
PAX9	0.839232448	1.129292034	-0.252919032	2.712057376	0.474348126	1.565130606	-0.599543068	1.740540644	-0.808003875	0.465533104	-0.447342026	0.370549014	-0.732630983	-0.497146345	-0.615495253	1.076112519	0.934810606	-0.604434738	0.731206688	1.122512425	-0.847693735	2.660867363	-0.392038057	1.202630904	0.695356705	-0.735110208	0.415280799	0.328947563	3.340855338
PBX2	-0.10480322	0.031265632	0.347432302	-0.258632226	-0.230569607	-1.118318632	-0.438519115	0.014000702	-0.069763464	-0.287591748	-0.60865562	0.715142482	1.174270771	1.07862126	0.793873719	-1.194685638	-0.138421504	2.330705615	-1.368754578	-0.699780262	-0.523631387	-0.549595729	-0.46194865	-0.548676816	0.604882069	-0.507975014	-0.618593088	-0.953684601	1.443121664
PBX3	-0.155701117	-0.617586472	-0.293032481	0.274809825	0.278601436	-0.002911587	-0.127273682	-0.142499594	0.669646839	-0.280025441	-0.689227661	1.440766246	-0.177582841	-0.255748846	-1.689865681	0.332175817	0.561345647	2.185165165	-0.858297489	-0.239503105	0.107459803	0.049844681	-0.851389332	0.572953536	0.458139582	0.735630347	-0.117887075	-0.361876172	-0.318577232
ASCC1	1.197273307	0.199626623	1.660134774	-0.919649737	0.32634495	1.522984862	2.237059538	-0.023031408	0.487005282	-0.253119598	0.149584682	-0.656421741	0.389760873	1.065685796	0.956547686	-0.220934859	-0.535641183	-1.02000455	-0.451080564	1.124778939	-1.232526144	-0.388686307	0.330027488	0.368678235	-0.754843714	-1.317324395	-0.897348668	1.195699185	-0.092704466
ZNF580	0.365896872	-0.254191576	-2.001810769	0.395387614	0.926420364	0.668335891	0.393662625	-1.318275139	-0.503174695	-0.113415672	-0.894597146	0.118621344	0.351640627	-0.649367784	-0.654396881	-1.100693765	-0.779764317	0.802855534	-0.50582039	-0.644791011	1.056436837	-1.230524223	-1.522364401	0.109966962	-1.612172188	0.231081478	0.681393076	0.515000628	-0.687132849
PHF20	1.303359886	3.9963317	-0.544953699	-0.026372734	-0.067556562	1.816668211	1.218538497	-0.029014393	0.089067984	-0.870567551	1.314757247	0.541062909	2.098853785	0.162126837	-0.612942787	0.418493769	-0.298215902	0.107196557	1.716605494	2.051908277	-2.220068835	-0.552276455	-1.248047187	-0.178320454	-0.804457735	2.136432827	-1.242381607	-0.667283658	-0.669852709
ZNF117	-0.758374926	-1.009174485	-0.782231999	0.784941357	2.273725303	-1.041740396	-0.953635341	-0.04438977	-0.519435282	0.483032828	0.524956456	0.013473707	-1.341035834	1.065604803	-0.958585939	0.773304322	0.622526826	-0.330417737	-1.290928184	-1.034990279	0.672925429	0.555244147	-0.840039482	-1.301985507	0.318074377	2.516289236	-0.615403762	-1.145464703	3.185792572
ETV7	2.235201709	0.183123664	1.059384354	-0.134218548	-0.239381844	-0.168433152	-0.276877825	-1.00823992	-0.45654531	3.464258802	0.059285947	0.18683033	0.063288904	-0.596340436	-0.518587119	1.585918382	1.315767128	-0.759439788	-0.121689654	-0.647820565	-0.008054843	-0.474260311	-0.456748884	-0.53535681	1.132850515	-0.152423338	-0.135327122	-0.898261385	-0.956032164
HDAC7	0.257012461	-0.494850322	-0.504933752	-0.162103331	-0.534164668	0.021387444	0.157906122	0.602793789	-0.258852363	1.579138379	0.441713745	-0.733611162	-0.527807553	-0.781758028	-0.40311115	0.297235854	-0.008623543	0.735822348	-0.86270984	-0.352442261	-1.082849977	0.390269447	-2.033376075	0.585891728	-0.530713396	0.353442937	-0.121966958	-0.321739777	-1.353874999
WWOX	0.155080353	-0.049945907	-0.252094417	0.823733263	0.483593602	1.913618457	-0.927327184	-0.071777844	-0.349771576	-0.264473242	-1.725711202	-0.178452472	-1.527841848	-0.684834706	0.851905245	0.807222168	0.683865578	-0.568662001	-0.814718694	-0.610798569	3.2441136	1.346212916	-0.678951804	-0.73376996	-0.779224934	-0.538156343	-1.001120511	0.010440398	0.46625815
PEG3	-0.471649849	-0.400272226	-0.393645605	-0.387109035	0.440028423	-0.32561751	-0.390268018	-0.342899582	-0.415644292	-0.39689725	-0.380160707	2.221587982	-0.410363224	2.040844674	-0.395885801	-0.24668208	0.085982809	0.616384652	-0.260307928	-0.336115044	-0.436454037	-0.275251922	-0.315794057	-0.325267091	-0.351002267	-0.251221202	-0.43557375	-0.304184581	-0.353936121
SIX4	0.400749445	-0.105636768	0.18861874	1.63155657	1.117825906	-0.604488078	-0.474580084	1.415548435	0.407329408	1.119026287	0.074638924	-0.685794744	0.05078287	0.735050719	0.347286241	1.108263098	0.937971354	-0.123029543	0.624063136	-0.055576207	0.084850876	1.044075601	-1.175887971	0.240180112	0.025446124	-0.880285891	0.474148354	-0.940869564	3.435533981
PGR	-0.470684814	0.000722179	-0.282986214	-0.372793599	-0.264593377	-0.430626059	-0.210043241	-0.309449942	-0.35221994	-0.194540918	-0.710654776	-0.064502899	-0.411580824	-0.324922694	-0.064759793	0.499474471	2.081520842	0.213995545	-0.31707358	-0.009468546	-0.663090664	-0.157563037	-0.207949281	-0.282572227	-0.203678195	-0.079073752	0.133231181	0.112208421	-0.334409272
PITX1	0.393568284	-1.307679747	-1.126523436	0.944732594	0.528437677	2.257783236	-1.190964088	0.415756025	0.206084803	1.515686613	0.661926978	-0.751961273	-0.30041598	-0.341267125	-0.823792479	-1.174473595	2.121292549	-1.057218903	1.338743987	1.107651275	-0.094439685	-1.20465035	0.735020821	1.936369999	0.30496833	0.756925413	0.593366325	-0.329181881	0.421809834
PITX2	-0.780767396	0.401100339	-0.87383158	1.272072133	-1.00434782	-0.917469225	-0.454197996	-0.4252659	-0.259772459	-0.235830918	-0.999964376	-0.200809159	-0.794346605	-0.734783002	-0.73430833	0.46151798	-0.521611944	-0.095330475	0.406502441	-0.551658621	1.868591906	-1.038615179	0.590412785	-0.664938758	3.526923287	-0.997958623	0.98035121	-0.708471196	0.19247363
PKNOX1	-1.26683484	-1.170855593	0.462488655	-0.329255501	-1.338598792	-0.467373771	-1.228795914	-0.510100749	-0.512842313	-0.326202142	-0.253048478	-1.110412008	-0.153216342	-0.332861181	-2.162785163	-0.232040212	-0.334426835	-1.096679688	-1.146582394	-1.310822359	1.272292392	-0.123460014	-1.540006885	-1.05040048	-0.749574493	-0.486457819	-0.130972034	-1.515951941	0.105991764
PRRX1	-0.514867018	0.086753957	-0.544712359	-0.508669424	-0.456717677	-0.408459798	-0.614589445	-0.535687698	1.085251392	-0.462157161	-0.560143804	-0.416223311	-0.539198047	-0.521377576	-0.351046172	-0.398781349	-0.153171062	0.461645265	2.255898491	-0.454369069	-0.547424182	-0.390784067	-0.475308818	-0.47594895	-0.555341174	-0.409841107	-0.554388622	-0.431627993	-0.506527822
POLR2A	-0.139151116	3.252236277	-0.356148021	-0.525481824	-0.713879543	1.004193894	1.627204555	1.113134347	-1.658679056	-1.474439774	-0.679973052	-0.671808478	-1.083149402	-0.429145806	-0.871350543	1.184711773	-0.985515528	0.21022049	-1.086069578	0.776744612	-0.040636554	-0.267960024	-1.082503785	-0.236298294	-0.548657825	0.977733522	-0.479722463	-0.192296999	-0.79218132
TAF7L	-0.583328149	0.429782408	-0.376966966	0.330080837	-0.365378399	0.836449739	-0.30790982	-0.150134166	-0.601174751	-0.50686496	0.326083814	-0.373085443	-0.487004096	-0.160242223	0.019592307	-0.164275997	-0.556729746	-0.429658018	0.722429586	-0.398527089	-0.168000018	-0.267292087	-0.420302464	-0.144794885	-0.591932948	8.966046087	0.476957429	-0.331403705	-0.564571541
POU4F1	-0.439577567	0.044555051	0.057006878	0.797583311	-0.673884644	-0.550450111	-0.302141079	1.312821532	-0.60398574	-0.718251831	-0.164216017	0.186148348	-0.651105534	-0.555354444	-0.253270861	0.02416802	-0.121563486	0.261969505	-0.643188213	0.499387571	3.967564223	-0.702810622	-0.65447619	-0.823429598	-0.502445449	-0.305475252	-0.597004076	-0.136581933	-0.68892455
POU4F2	-0.292633596	-0.120322772	-0.167833081	-0.289459918	-0.480711716	-0.478234426	-0.341732614	-0.187517866	-0.146965186	-0.141133258	-0.512401063	-0.043947353	0.294073594	-0.260645976	-0.018540464	-0.28650589	-0.124306405	-0.390462223	-0.068821344	-0.393240283	7.082306825	-0.203828045	0.09201532	0.026395209	-0.40805036	-0.376076468	-0.437263664	-0.151106067	-0.285799519
POU4F3	-0.243837385	0.271667083	0.005023047	-0.030429364	-0.187327331	0.041927133	-0.51604896	0.498467811	-0.470645288	-0.415979124	0.057699438	0.370636804	-0.170667759	-0.053452864	-0.310102591	0.199645403	-0.124501181	-0.003828098	-0.241012958	-0.238332025	15.56271743	-0.294999921	-0.09849302	-0.044924579	0.072077467	-0.433755552	-0.080173709	-0.168216415	-0.104462341
HES2	-0.188729595	-0.038924408	0.22325827	-0.610033416	0.17696884	0.234494416	0.156422083	-0.586364121	-0.386943904	-0.809259476	4.975057922	-0.762884546	-0.426621322	-0.154183968	-0.235483933	2.839525765	-0.476879385	-0.496610328	-0.208296663	-0.043562792	2.099188785	-0.195191982	-0.243490666	0.30426611	0.208416868	-0.122490127	0.35025629	-0.213793611	-0.555240282
POU6F1	-0.652475818	-0.456496209	-0.319889982	-0.863028216	-0.204717775	0.834009874	2.289958551	-0.621395023	-0.395867333	-1.151112004	-0.332807438	-0.826725527	-0.983979425	0.605408757	-0.728002685	0.480811019	0.675932308	1.346365858	0.281206205	-0.076129647	0.985463445	-1.033391492	-1.05055257	0.086519408	1.792433917	1.097042434	0.283069454	-0.809172608	-1.053319453
PPARD	-0.87100827	-0.120266316	-0.835176998	-0.496358911	0.203120799	1.134110651	-1.283185432	1.350386626	-0.604027664	2.725312142	0.464937094	-0.716452539	-1.045384818	-0.739229077	-0.547449862	0.496272829	-0.963603215	-0.744807042	-1.05941811	-1.580122315	-0.001281273	1.210310644	-1.091233101	-1.14393676	0.087233613	0.477641952	0.281602272	-1.014154775	0.537811446
MED1	0.099147549	1.124722506	0.684022294	-0.06036074	-0.455661622	-0.358354728	-0.658481595	0.355379931	0.214364701	-0.026255572	0.441251746	0.273813884	0.350254761	1.073524741	3.520789718	1.026096916	0.081409522	-1.290768507	-0.068909648	-0.101311645	-4.39090458	0.028557298	-1.212426133	-0.542739053	0.729992247	-0.233958896	0.59943786	0.205415661	0.776214456
RRN3	2.089330332	0.465691683	-0.367288103	1.299209016	0.640294547	-0.07420881	-1.127749905	0.544703815	1.224539028	1.274587188	-0.273413525	-0.15734153	0.250289735	1.215311745	1.075377025	0.290847287	0.746118647	-0.888189219	-0.207505916	1.582202039	2.222355031	-1.933919538	-0.346525353	0.101265751	-0.754283741	-1.299318171	0.314123431	0.447242565	0.281162362
FEV	-0.238475963	0.017535573	-0.15460416	-0.513610647	-0.215496543	-0.350705194	-0.301689598	-0.319132797	-0.235595534	0.163612559	-0.274795935	0.369379032	-0.202187393	-0.277826122	-0.173166922	-0.495540637	-0.434556466	0.370170093	-0.797831061	-0.169429008	2.989435087	-0.307874367	0.131421806	-0.370264332	-0.073274622	-0.472677159	0.320034933	-0.304617128	-0.370329549
GATAD2A	-0.532605959	-0.51897506	-0.084907228	-0.158638691	1.946428193	-2.022648098	-0.734762917	-0.394471431	-1.023259636	0.563138078	-0.784406433	-0.152931059	-1.198516492	0.597366823	-0.72696274	-2.013690866	-1.002659896	1.191146075	0.772006332	-0.795577408	-0.966154916	-1.698233448	-2.568813887	-0.763893804	-1.013607414	-0.370686478	0.633951339	-0.407882661	-0.356010252
HES6	-0.903350855	0.276947778	-0.716381659	-0.357699576	-0.696156262	-0.171946603	-0.791236868	-1.224442203	-1.24411529	-1.117931609	-1.035274583	0.193067127	-1.060162167	-0.113712537	-0.503100828	-0.536120479	-1.047928766	0.23271337	-0.462018577	-0.067336073	3.255983498	-0.557419751	-0.495247195	-0.083704973	0.639776179	1.014072149	-1.003408522	-0.125518894	-0.81008832
BATF3	1.092223924	1.50015103	-0.268892784	-0.607427992	-0.344046567	-0.470470921	1.040544636	0.889923609	-0.811076057	-0.804394055	-1.035482175	2.20796501	1.159477662	1.300712404	-0.970879349	-0.891934977	-0.498260242	0.40680151	-0.353297739	0.908700232	-0.59946985	0.063907563	1.382013143	-1.144565479	0.569227341	-0.140289736	-0.391891354	1.140613215	-0.522797399
SOX6	-0.663711698	-0.559443976	-0.462916752	-0.635719846	-0.745966388	-0.49579006	-0.774962646	-0.627996353	-0.608818556	-0.623177247	-0.605161432	-0.453224125	-0.564323165	-0.676430011	1.033824316	0.774395213	-0.621779468	-0.69001896	-0.492525175	0.609197713	2.987767147	-0.380960209	0.726858265	-0.48602488	-0.225527888	-0.439320024	-0.568649137	-0.471161719	-0.603506316
ATF7IP	0.705422506	0.757769765	-1.23356026	-0.598987484	2.148868656	0.785027125	-0.046630744	1.767192681	0.309246586	-0.685744564	-1.559828845	0.789744166	-1.474590731	1.144183393	0.173468751	-0.92109556	0.506962732	0.520527197	-0.643592455	-1.206957737	1.341637922	1.632166402	-2.508656419	-2.093905665	1.13101849	-3.092375533	-1.339759476	-1.244097891	-0.385434766
ZNF83	0.758028611	-0.440122842	-0.442448486	0.362691241	1.353792775	-0.112025078	0.561370485	0.251283985	-0.045465917	1.090664571	-0.659286202	0.136471343	-2.453496237	0.631827201	-1.513567085	1.457296254	0.086210012	0.122864967	-2.556719198	0.467060913	0.453882264	0.763888527	0.434362902	-0.79403835	0.564084052	0.697290194	-2.462441848	-2.473774387	-0.167097542
ZNF415	0.533733189	0.09588906	-0.624346567	1.683427412	2.290123294	1.014260797	-0.916094522	1.350451479	-0.895491761	-0.493441857	-1.093844158	0.513938252	0.182982765	1.783706908	-0.935121229	2.017594694	1.107682948	1.259669086	-0.811512936	-1.033023346	1.263285088	1.113675737	-0.904172766	-0.841499337	1.516233856	1.818660806	-0.872574262	-0.968338926	1.251612712
FOXJ2	-0.301507483	1.970850791	-0.965414132	-1.007135408	-1.057217863	0.042102318	-0.368258012	0.669275341	-0.016025197	0.375361628	-1.077409543	0.056624617	-1.355229943	2.479338822	-0.873109082	0.205981102	0.30566864	1.447233769	-0.848914829	-0.843809034	-0.461604019	0.759199922	-0.251607036	-0.262278435	-1.073770986	0.176192507	-1.854912952	-0.505407208	-0.435043666
HDAC8	-0.618612428	1.098942102	-0.172997055	-0.027792839	0.529601504	0.190522	-0.419815714	1.466357847	-0.793743921	-0.571333994	-1.9947009	-0.256511052	1.492898876	1.686269501	-1.243891629	-0.100236999	-0.106123448	0.037574484	-1.11161025	1.545004352	1.390714279	0.642306973	-0.288258583	0.495935483	-1.384804285	-0.716499686	-2.816110962	0.549932482	0.136195621
MYNN	-0.900354668	-1.844924325	0.169300588	-0.897247658	-1.08659919	-2.090109705	-1.489524908	-0.231016272	0.554290677	-0.416801292	0.041221781	-0.521503446	2.78356276	-0.129743209	0.70991172	1.9500832	0.353870288	0.211467457	-0.961562977	-1.436898988	-0.311817854	-0.752905898	0.747520067	-0.976994961	2.902275445	-0.802362539	0.16909875	-0.278224786	0.104036202
MESP1	0.731583675	0.292852594	1.259148054	-0.968014709	-0.195598634	1.091616205	2.612773039	-1.007188235	-0.409209102	0.403172818	-0.315779851	-0.114595905	0.5443745	0.187028249	-0.081436734	1.224337251	-0.152307195	0.369170049	1.520724484	0.96590777	2.370534841	-0.846922903	1.11231908	2.681163985	-0.108316893	1.163171469	-0.666015898	0.944287689	2.761285072
BARX1	2.656771528	0.823929063	-0.610625673	-0.367805428	-0.479332264	1.159343814	-0.426366087	-0.550583529	-0.347129583	-0.397362347	0.034063398	2.778420166	-0.503168163	2.768200942	-0.448908626	-0.479901118	-0.150603793	-0.111009056	-0.463791786	-0.511275459	-0.170595445	-0.413348502	-0.519619032	-0.269251387	1.012776437	-0.207640414	1.600377376	0.031362459	-0.212444323
ZNF253	-0.068726009	-1.268863087	-0.232186756	0.827726855	1.744290963	-0.186317909	0.62849335	-0.029536542	-0.995528932	-0.442034165	-1.78462175	0.376197284	-2.236847542	0.430781961	-0.167942869	0.802095441	0.317272534	0.220963271	-0.72587257	-1.563145692	1.224910205	-0.28300052	-0.896359938	-1.752681694	-0.166453824	-0.966078741	-1.564224836	-0.754971169	1.033532695
BARHL1	0.158786058	0.244034514	0.95411362	0.50693688	-0.787183409	0.729547989	-0.181805362	0.170816588	-0.948348436	0.147276096	0.600073684	-1.262828465	0.208022766	0.35509735	0.371528748	0.61042754	-0.765939161	0.232409579	-0.033884457	0.506365214	2.239946353	-0.535484414	-0.57064026	-0.169675828	-0.081211354	1.129682068	1.480062067	0.509520553	-0.553298668
ARNTL2	0.510348803	0.997803215	1.081732482	-2.420180856	0.248603191	0.783077934	-0.629723563	1.521000075	-0.142134462	1.301536924	0.466960798	0.57213734	0.762455345	1.068550066	0.884619103	-0.445629876	0.606813249	1.521579053	1.168792496	-0.620015625	-0.950786999	0.827832936	1.213166592	-0.019801278	1.098644735	0.507689771	0.889013241	0.113563572	0.243875683
BBX	0.319103194	0.593114774	-0.109870908	0.266587715	0.859409541	-0.531537068	0.161468772	0.240861121	-0.241120141	0.579041035	-0.021423853	-1.346628748	0.856616014	-1.346225051	0.449389767	-0.831272654	0.208034903	-0.058153764	0.530079896	-0.207320911	-2.992144811	0.435470001	0.419425653	0.624817888	0.195683343	0.10547141	0.00351605	-0.303891064	0.469993814
PSMC5	0.154952885	1.00886722	0.732940863	1.115645272	0.438941307	-0.241882285	1.536024327	0.229283344	1.001912583	0.488288226	0.339095744	0.686384658	-0.056277623	1.26581229	-1.930286697	-0.780002913	0.434622344	2.027920978	1.082200996	0.510148823	0.879276185	-1.12875363	-0.496346719	-0.532559562	0.628864931	1.618992712	0.395685232	0.855820894	0.722619649
PHTF2	0.633579296	-0.210001652	-1.519970839	-0.888679454	-0.660726742	0.872629134	-0.414853015	0.274952448	0.46995327	-0.751228132	-1.331535247	0.315998162	1.050513655	0.839585636	-0.324046265	2.106235078	-1.810714459	1.583166715	2.158309662	0.762523659	1.923962361	0.35001881	-0.063294343	-0.411377305	0.126348317	1.702370109	0.187969877	-0.253114831	1.782052789
SALL4	0.1850208	1.791126622	2.067002544	-0.15332881	-0.452504767	0.080513374	-0.408097222	-0.638403982	0.034822059	-0.185049597	-0.536606477	3.666710523	2.032380437	-0.682236554	0.499878979	-0.423631615	-0.345560512	-0.490317625	0.341923933	-0.369359271	-1.077899098	-0.32351157	-0.265913095	-0.155263802	-0.608081337	0.078645294	0.537556458	-0.002246991	1.478313917
THAP11	0.697120712	0.923970954	0.794633666	1.098045799	-0.003454791	0.514249673	0.255721819	-0.715538176	-0.259576773	-1.398402852	0.409946891	-0.528956684	1.79504166	0.666694648	0.152249867	-0.525460127	0.247095326	-0.331392325	1.287810961	1.421839788	2.519278148	-0.719381208	-1.839283803	0.401861322	-1.629668869	-0.244959464	-0.405893049	0.280729809	-0.264872874
ZNF286A	-0.202916986	0.656742469	-0.68015462	0.723015228	0.185281495	0.096504302	0.110013286	2.344279963	-0.142389271	-1.449918285	-0.792554845	0.683540632	-0.473387226	0.713468759	-0.718591917	0.7295868	-1.592997889	1.053787355	-0.787389424	0.460278818	0.340965269	-0.263828607	1.480629389	-1.170783808	-1.169669727	-0.300748345	0.819085135	0.744660013	0.625718327
GATAD2B	-0.256775767	2.053114825	-1.532587813	-0.094782619	-0.453521855	-0.449635656	-0.644864508	-0.93404444	-0.685494064	0.004013236	0.979395825	-1.662886915	-0.375498696	-0.705103649	-0.607626598	0.08659268	-0.675612189	-0.280970639	-0.761084151	-0.077851856	1.273124412	-1.103265064	-2.001827293	2.583200952	-0.010496666	-0.263784969	-0.480743566	-1.272652064	0.835092058
ZNF490	-0.832231158	-0.630440832	-0.231254947	-2.197173852	0.955490094	-0.636847551	-0.349349972	0.147368244	-1.258770303	-0.303273516	-0.339687045	-1.64447519	-0.457316633	-1.127218386	-1.184875149	-0.535254231	-1.261681605	-0.642123127	-1.505344616	-2.375137859	0.580360466	-0.206798155	-0.999289835	-1.797164644	-0.560677131	0.082902371	0.25047099	-1.354257305	0.196467262
MKL2	2.735993183	-0.457541626	-0.623295986	1.496727906	0.896772554	0.094885066	-0.427773052	0.96828676	1.325357336	1.478474618	0.62414338	-0.441892151	-0.52400777	0.399528815	1.214099315	1.287097961	0.253471082	-1.446299264	-1.182467933	-0.418187054	0.369013185	1.67921485	-0.231046126	0.85907891	-0.752899165	-0.531712834	-0.267545449	0.560776668	0.707443649
ZNF471	1.130366203	-0.1112071	0.194689991	-0.485358567	5.129318155	-0.753751073	-1.043392814	0.445717009	-1.210505195	-0.74512749	-0.604473989	2.654133922	-0.65138865	4.069358635	0.005298279	-0.483566337	-1.19459437	0.342216606	-0.941305315	-0.130055094	-0.946779446	1.038158588	-0.293381172	-0.510310582	-0.954522575	3.959628929	-0.997932817	-0.542511558	0.993290202
HOMEZ	-0.211258266	0.770050557	0.070321431	0.412587994	-0.032648399	-0.504979426	1.474932776	0.329381909	-0.516653124	0.547232985	-0.514580129	-1.063389592	-1.219035479	-0.353044993	-0.056670604	0.173963515	0.728465407	-1.354012762	-0.322269579	-0.839590478	0.912399625	-1.226808571	-0.988651858	0.350952816	-0.206956354	0.310175393	-0.969644717	-0.170879595	2.678734547
ZNF317	0.095595351	0.404868835	-0.532027079	-0.623246109	1.59095613	-1.768481824	0.397543003	1.313177725	-2.058997751	-0.63220333	-0.953518596	-0.03347638	-0.252432211	-0.296166141	-1.333193752	-1.468007907	0.216119422	0.821601561	-0.187963177	-0.560756335	0.131009536	-0.251942108	-1.50086876	-1.452343479	-0.701563106	-0.560466729	0.838839114	-0.509511499	-0.114288444
GATAD1	-1.163687397	-0.702642902	-0.519624371	-0.382275291	0.613063587	-0.219073849	-0.969288937	-0.987012779	0.351490238	-0.618660922	-0.093439312	0.575599052	-1.019866059	0.016330859	-0.806969103	1.085767619	-1.244809116	0.983608006	-0.253257945	0.008226785	-2.106154221	0.282776736	-0.128440844	-0.003215789	0.100201301	1.185231987	0.438862667	-0.996297933	0.348191464
GRHL3	0.976122991	-0.457032413	2.50784058	-0.477473701	-0.548958076	0.651429788	-0.647102483	0.146199453	2.023279413	1.436271265	-0.1687682	-0.551466553	-0.626935192	-0.526040864	-0.204605788	2.845342029	-0.699117672	-0.788416396	-0.547863895	0.165722895	-0.807593499	0.416047969	-0.701173104	0.237127693	-0.020477753	-0.412779579	-0.192689164	0.377954198	1.943097657
NKX3-2	0.322577508	-0.800022157	-0.498281916	0.530867599	0.337277982	-0.259064942	-0.079382312	-0.577693467	-0.377595738	-0.530784326	-0.438169624	0.194421879	-1.258763917	-0.504288376	-0.392429731	0.069636659	0.325163967	2.288876025	-0.867268194	-0.672322402	-0.769467222	0.187457894	-0.196896454	-0.159892536	-0.747638725	-0.261296622	-0.673482112	-0.283430305	-0.619095891
PURB	0.800818513	0.920637163	-0.333222895	-1.235524675	0.78419204	-0.597934468	-1.580612045	0.936048609	1.165518472	-0.547979853	0.492540118	1.706025275	-1.163151431	2.173545384	1.798818486	-0.559291079	-0.218907484	0.417936688	-0.345014986	0.05952558	-0.061620893	-1.127211179	-1.104149418	-0.254495497	-0.356043233	0.019433657	1.624289993	-1.057127489	0.513187657
NEUROD4	-0.015975788	0.016012512	0.391617645	1.0490769	-0.144217628	1.227571615	0.73619264	-0.687536676	-0.524750447	-0.541792028	-0.314564997	0.117113395	-1.010419139	-0.361062596	0.372817452	0.065292348	-0.434939203	0.575227513	0.709706327	0.01634281	-0.918652889	0.589495783	-0.414466691	0.719942583	-0.328226233	-0.415118359	2.045531794	0.166521184	-0.968111264
ZNF71	-0.02453275	0.37564483	-0.392517897	0.366197487	2.168321085	-0.482249428	0.888034681	0.492392993	-1.106308263	-0.122296893	-0.413204698	0.34106048	-0.238767943	0.974357001	-0.814975674	0.017234645	-0.731944063	0.302016808	0.642620702	0.007433618	0.399545771	0.679463883	0.584966749	-1.425920897	0.206352885	0.710854149	-0.464716602	1.232733275	-0.049602302
